OrderID,OrderDate,CustomerID,CustomerName,Region,Segment,Category,Product,Quantity,UnitPrice,UnitCost,Channel,SalesRepID,SalesRep,Revenue,COGS,GrossProfit,Discount
ORD-10926,2023-04-13,C0176,Customer 176,North,Corporate,Software,Project Manager,8,540.0,80,Direct,SR06,Neha Gupta,4320.0,640,3680.0,0.1
ORD-10927,2022-10-25,C0018,Customer 18,South,Corporate,Clothing,Formal Shirt,12,65,28,Online,SR07,Amit Desai,780,336,444,0
ORD-10928,2023-11-22,C0102,Customer 102,East,Corporate,Clothing,Business Suit,17,272.0,170,Online,SR08,Kavya Reddy,4624.0,2890,1734.0,0.15
ORD-10929,2022-05-03,C0103,Customer 103,Central,Corporate,Furniture,Standing Desk,6,750,400,Wholesale,SR05,Vikram Nair,4500,2400,2100,0
ORD-10930,2022-07-23,C0153,Customer 153,Central,Consumer,Office Supplies,Ballpoint Pens Pack,4,18,6,Direct,SR05,Vikram Nair,72,24,48,0
ORD-10931,2024-01-13,C0196,Customer 196,East,SMB,Clothing,Leather Belt,13,45,18,Direct,SR08,Kavya Reddy,585,234,351,0
ORD-10932,2023-11-14,C0125,Customer 125,West,SMB,Software,Security Suite,5,855.0,100,Online,SR04,Sneha Joshi,4275.0,500,3775.0,0.05
ORD-10933,2022-05-06,C0128,Customer 128,West,SMB,Office Supplies,Sticky Notes Bulk,5,15,5,Online,SR04,Sneha Joshi,75,25,50,0
ORD-10934,2024-01-26,C0128,Customer 128,West,SMB,Electronics,Laptop Pro 15,6,1140.0,720,Wholesale,SR04,Sneha Joshi,6840.0,4320,2520.0,0.05
ORD-10935,2022-06-06,C0160,Customer 160,North,SMB,Office Supplies,File Cabinet,3,102.0,60,Direct,SR01,Arjun Sharma,306.0,180,126.0,0.15
ORD-10936,2024-03-22,C0076,Customer 76,North,SMB,Clothing,Formal Shirt,16,58.5,28,Wholesale,SR06,Neha Gupta,936.0,448,488.0,0.1
ORD-10937,2023-07-10,C0140,Customer 140,South,Corporate,Office Supplies,File Cabinet,2,114.0,60,Online,SR02,Priya Patel,228.0,120,108.0,0.05
ORD-10938,2023-01-28,C0097,Customer 97,Central,SMB,Clothing,Leather Belt,15,45,18,Online,SR05,Vikram Nair,675,270,405,0
ORD-10939,2022-07-01,C0181,Customer 181,South,Corporate,Software,Project Manager,16,570.0,80,Retail,SR02,Priya Patel,9120.0,1280,7840.0,0.05
ORD-10940,2022-11-16,C0196,Customer 196,East,SMB,Clothing,Formal Trousers,19,76.5,42,Direct,SR03,Rohit Mehta,1453.5,798,655.5,0.15
ORD-10941,2023-11-07,C0147,Customer 147,West,SMB,Software,ERP Module,16,2160.0,300,Retail,SR04,Sneha Joshi,34560.0,4800,29760.0,0.1
ORD-10942,2023-06-03,C0068,Customer 68,West,SMB,Electronics,Smartwatch X,19,237.5,130,Wholesale,SR04,Sneha Joshi,4512.5,2470,2042.5,0.05
ORD-10943,2024-02-24,C0016,Customer 16,West,Corporate,Office Supplies,Stapler Pro,19,25,10,Retail,SR04,Sneha Joshi,475,190,285,0
ORD-10944,2024-05-07,C0190,Customer 190,East,Consumer,Office Supplies,Stapler Pro,11,23.75,10,Online,SR03,Rohit Mehta,261.25,110,151.25,0.05
ORD-10945,2023-03-15,C0106,Customer 106,East,Consumer,Office Supplies,Stapler Pro,2,21.25,10,Retail,SR08,Kavya Reddy,42.5,20,22.5,0.15
ORD-10946,2022-09-11,C0152,Customer 152,Central,SMB,Furniture,Bookshelf L,3,200,95,Online,SR05,Vikram Nair,600,285,315,0
ORD-10947,2022-12-12,C0138,Customer 138,Central,Consumer,Furniture,Executive Desk,2,570.0,310,Direct,SR05,Vikram Nair,1140.0,620,520.0,0.05
ORD-10948,2023-08-05,C0069,Customer 69,East,SMB,Software,Security Suite,16,810.0,100,Online,SR03,Rohit Mehta,12960.0,1600,11360.0,0.1
ORD-10949,2022-11-21,C0100,Customer 100,South,SMB,Clothing,Tie Collection,19,40,15,Direct,SR07,Amit Desai,760,285,475,0
ORD-10950,2022-04-13,C0128,Customer 128,West,SMB,Furniture,Bookshelf L,6,180.0,95,Wholesale,SR04,Sneha Joshi,1080.0,570,510.0,0.1
ORD-10951,2023-01-08,C0128,Customer 128,West,SMB,Clothing,Formal Shirt,18,65,28,Wholesale,SR04,Sneha Joshi,1170,504,666,0
ORD-10952,2022-09-29,C0147,Customer 147,West,SMB,Electronics,Wireless Headphones,8,162.0,90,Online,SR04,Sneha Joshi,1296.0,720,576.0,0.1
ORD-10953,2024-01-05,C0152,Customer 152,Central,SMB,Software,CRM Suite Annual,9,1800,200,Direct,SR05,Vikram Nair,16200,1800,14400,0
ORD-10954,2023-03-14,C0020,Customer 20,West,Consumer,Furniture,Bookshelf L,17,200,95,Direct,SR04,Sneha Joshi,3400,1615,1785,0
ORD-10955,2023-11-11,C0052,Customer 52,West,Consumer,Software,Project Manager,13,600,80,Direct,SR04,Sneha Joshi,7800,1040,6760,0
ORD-10956,2023-11-19,C0005,Customer 5,Central,Consumer,Software,Analytics Tool,19,1140.0,150,Retail,SR05,Vikram Nair,21660.0,2850,18810.0,0.05
ORD-10957,2023-11-08,C0164,Customer 164,South,SMB,Clothing,Leather Belt,19,38.25,18,Online,SR07,Amit Desai,726.75,342,384.75,0.15
ORD-10958,2023-06-19,C0119,Customer 119,West,Consumer,Furniture,Bookshelf L,8,200,95,Wholesale,SR04,Sneha Joshi,1600,760,840,0
ORD-10959,2024-05-14,C0082,Customer 82,South,Consumer,Clothing,Formal Trousers,7,85.5,42,Wholesale,SR02,Priya Patel,598.5,294,304.5,0.05
ORD-10960,2024-04-23,C0066,Customer 66,North,Corporate,Office Supplies,Ballpoint Pens Pack,13,18,6,Online,SR01,Arjun Sharma,234,78,156,0
ORD-10961,2022-06-03,C0063,Customer 63,South,SMB,Furniture,Executive Desk,15,570.0,310,Direct,SR07,Amit Desai,8550.0,4650,3900.0,0.05
ORD-10962,2023-03-09,C0041,Customer 41,South,Consumer,Electronics,UltraBook 13,5,950,570,Wholesale,SR07,Amit Desai,4750,2850,1900,0
ORD-10963,2024-03-19,C0046,Customer 46,South,Consumer,Office Supplies,File Cabinet,16,120,60,Online,SR02,Priya Patel,1920,960,960,0
ORD-10964,2024-05-30,C0155,Customer 155,North,SMB,Electronics,Wireless Headphones,3,171.0,90,Wholesale,SR06,Neha Gupta,513.0,270,243.0,0.05
ORD-10965,2023-11-19,C0186,Customer 186,East,SMB,Electronics,Smartwatch X,8,250,130,Online,SR03,Rohit Mehta,2000,1040,960,0
ORD-10966,2023-06-19,C0065,Customer 65,West,SMB,Software,ERP Module,3,2400,300,Online,SR04,Sneha Joshi,7200,900,6300,0
ORD-10967,2024-03-02,C0150,Customer 150,South,Corporate,Office Supplies,Stapler Pro,8,23.75,10,Retail,SR07,Amit Desai,190.0,80,110.0,0.05
ORD-10968,2022-05-28,C0055,Customer 55,Central,SMB,Electronics,UltraBook 13,15,902.5,570,Wholesale,SR05,Vikram Nair,13537.5,8550,4987.5,0.05
ORD-10969,2024-06-02,C0126,Customer 126,North,SMB,Software,CRM Suite Annual,4,1800,200,Direct,SR06,Neha Gupta,7200,800,6400,0
ORD-10970,2023-05-02,C0038,Customer 38,East,SMB,Furniture,Bookshelf L,16,170.0,95,Wholesale,SR08,Kavya Reddy,2720.0,1520,1200.0,0.15
ORD-10971,2024-04-21,C0166,Customer 166,Central,Consumer,Office Supplies,Printer Paper A4,2,29.75,12,Retail,SR05,Vikram Nair,59.5,24,35.5,0.15
ORD-10972,2022-09-17,C0080,Customer 80,East,SMB,Software,Security Suite,4,810.0,100,Retail,SR08,Kavya Reddy,3240.0,400,2840.0,0.1
ORD-10973,2024-05-28,C0003,Customer 3,South,Consumer,Clothing,Formal Trousers,9,90,42,Online,SR07,Amit Desai,810,378,432,0
ORD-10974,2024-04-22,C0054,Customer 54,South,SMB,Furniture,Bookshelf L,15,170.0,95,Wholesale,SR02,Priya Patel,2550.0,1425,1125.0,0.15
ORD-10975,2024-06-19,C0071,Customer 71,North,SMB,Clothing,Business Suit,16,304.0,170,Direct,SR01,Arjun Sharma,4864.0,2720,2144.0,0.05
ORD-10976,2024-05-11,C0026,Customer 26,North,SMB,Office Supplies,Sticky Notes Bulk,9,13.5,5,Online,SR01,Arjun Sharma,121.5,45,76.5,0.1
ORD-10977,2022-12-27,C0187,Customer 187,Central,Consumer,Clothing,Tie Collection,15,34.0,15,Online,SR05,Vikram Nair,510.0,225,285.0,0.15
ORD-10978,2024-02-20,C0162,Customer 162,South,Corporate,Electronics,UltraBook 13,5,950,570,Direct,SR07,Amit Desai,4750,2850,1900,0
ORD-10979,2022-07-24,C0148,Customer 148,Central,SMB,Office Supplies,Stapler Pro,4,25,10,Retail,SR05,Vikram Nair,100,40,60,0
ORD-10980,2023-06-13,C0176,Customer 176,North,Corporate,Furniture,Meeting Table,11,855.0,500,Direct,SR06,Neha Gupta,9405.0,5500,3905.0,0.05
ORD-10981,2024-06-13,C0045,Customer 45,East,Consumer,Furniture,Bookshelf L,10,200,95,Online,SR08,Kavya Reddy,2000,950,1050,0
ORD-10982,2023-03-01,C0101,Customer 101,East,Corporate,Office Supplies,Ballpoint Pens Pack,19,18,6,Online,SR08,Kavya Reddy,342,114,228,0
ORD-10983,2022-01-24,C0161,Customer 161,North,SMB,Software,ERP Module,3,2280.0,300,Retail,SR01,Arjun Sharma,6840.0,900,5940.0,0.05
ORD-10984,2022-09-26,C0103,Customer 103,Central,Corporate,Furniture,Executive Desk,20,600,310,Retail,SR05,Vikram Nair,12000,6200,5800,0
ORD-10985,2022-04-02,C0146,Customer 146,West,Corporate,Office Supplies,Ballpoint Pens Pack,1,15.3,6,Direct,SR04,Sneha Joshi,15.3,6,9.3,0.15
ORD-10986,2024-03-02,C0031,Customer 31,South,Corporate,Clothing,Formal Trousers,7,90,42,Wholesale,SR02,Priya Patel,630,294,336,0
ORD-10987,2022-10-22,C0034,Customer 34,East,Corporate,Clothing,Formal Trousers,7,81.0,42,Retail,SR08,Kavya Reddy,567.0,294,273.0,0.1
ORD-10988,2024-04-23,C0108,Customer 108,South,SMB,Office Supplies,Ballpoint Pens Pack,14,18,6,Online,SR02,Priya Patel,252,84,168,0
ORD-10989,2022-10-25,C0159,Customer 159,North,Consumer,Office Supplies,Ballpoint Pens Pack,8,18,6,Direct,SR06,Neha Gupta,144,48,96,0
ORD-10990,2022-03-29,C0035,Customer 35,East,Consumer,Electronics,Smartwatch X,13,212.5,130,Retail,SR08,Kavya Reddy,2762.5,1690,1072.5,0.15
ORD-10991,2024-01-01,C0189,Customer 189,North,Consumer,Clothing,Formal Trousers,3,90,42,Online,SR06,Neha Gupta,270,126,144,0
ORD-10992,2022-02-23,C0121,Customer 121,South,Consumer,Office Supplies,Ballpoint Pens Pack,20,15.3,6,Online,SR07,Amit Desai,306.0,120,186.0,0.15
ORD-10993,2022-01-06,C0159,Customer 159,North,Consumer,Office Supplies,File Cabinet,10,114.0,60,Wholesale,SR06,Neha Gupta,1140.0,600,540.0,0.05
ORD-10994,2022-05-16,C0149,Customer 149,West,Consumer,Software,CRM Suite Annual,9,1800,200,Direct,SR04,Sneha Joshi,16200,1800,14400,0
ORD-10995,2022-12-14,C0023,Customer 23,North,SMB,Clothing,Formal Shirt,17,61.75,28,Retail,SR06,Neha Gupta,1049.75,476,573.75,0.05
ORD-10996,2022-09-24,C0012,Customer 12,Central,Corporate,Electronics,Wireless Headphones,16,180,90,Wholesale,SR05,Vikram Nair,2880,1440,1440,0
ORD-10997,2023-03-17,C0157,Customer 157,Central,Consumer,Office Supplies,Stapler Pro,17,25,10,Direct,SR05,Vikram Nair,425,170,255,0
ORD-10998,2022-06-18,C0196,Customer 196,East,SMB,Office Supplies,Sticky Notes Bulk,18,12.75,5,Direct,SR03,Rohit Mehta,229.5,90,139.5,0.15
ORD-10999,2022-02-24,C0014,Customer 14,Central,Corporate,Furniture,Ergonomic Chair,6,450,240,Direct,SR05,Vikram Nair,2700,1440,1260,0
ORD-11000,2022-09-24,C0112,Customer 112,North,Consumer,Furniture,Standing Desk,16,750,400,Direct,SR01,Arjun Sharma,12000,6400,5600,0
ORD-11001,2023-01-01,C0118,Customer 118,Central,SMB,Software,Security Suite,4,765.0,100,Retail,SR05,Vikram Nair,3060.0,400,2660.0,0.15
ORD-11002,2022-05-07,C0053,Customer 53,East,Consumer,Office Supplies,Printer Paper A4,6,35,12,Wholesale,SR08,Kavya Reddy,210,72,138,0
ORD-11003,2023-07-31,C0150,Customer 150,South,Corporate,Software,Analytics Tool,17,1080.0,150,Retail,SR02,Priya Patel,18360.0,2550,15810.0,0.1
ORD-11004,2023-03-03,C0197,Customer 197,West,Corporate,Electronics,UltraBook 13,4,950,570,Online,SR04,Sneha Joshi,3800,2280,1520,0
ORD-11005,2022-10-19,C0096,Customer 96,South,Corporate,Electronics,Smartwatch X,11,250,130,Online,SR02,Priya Patel,2750,1430,1320,0
ORD-11006,2022-03-25,C0117,Customer 117,Central,Consumer,Clothing,Formal Trousers,20,76.5,42,Online,SR05,Vikram Nair,1530.0,840,690.0,0.15
ORD-11007,2022-12-04,C0116,Customer 116,West,Consumer,Electronics,Tablet 10,19,400,220,Retail,SR04,Sneha Joshi,7600,4180,3420,0
ORD-11008,2024-06-02,C0083,Customer 83,East,Consumer,Electronics,Wireless Headphones,3,162.0,90,Direct,SR03,Rohit Mehta,486.0,270,216.0,0.1
ORD-11009,2022-04-05,C0046,Customer 46,South,Consumer,Clothing,Leather Belt,13,45,18,Online,SR02,Priya Patel,585,234,351,0
ORD-11010,2024-05-22,C0100,Customer 100,South,SMB,Furniture,Ergonomic Chair,10,382.5,240,Retail,SR07,Amit Desai,3825.0,2400,1425.0,0.15
ORD-11011,2022-05-04,C0111,Customer 111,North,Consumer,Office Supplies,Sticky Notes Bulk,20,15,5,Wholesale,SR06,Neha Gupta,300,100,200,0
ORD-11012,2023-11-13,C0132,Customer 132,West,Consumer,Electronics,Wireless Headphones,16,171.0,90,Direct,SR04,Sneha Joshi,2736.0,1440,1296.0,0.05
ORD-11013,2023-05-03,C0154,Customer 154,East,Consumer,Office Supplies,File Cabinet,3,114.0,60,Wholesale,SR08,Kavya Reddy,342.0,180,162.0,0.05
ORD-11014,2023-09-21,C0162,Customer 162,South,Corporate,Furniture,Standing Desk,3,750,400,Wholesale,SR07,Amit Desai,2250,1200,1050,0
ORD-11015,2023-04-20,C0127,Customer 127,North,Consumer,Furniture,Ergonomic Chair,10,427.5,240,Direct,SR01,Arjun Sharma,4275.0,2400,1875.0,0.05
ORD-11016,2022-03-23,C0039,Customer 39,North,SMB,Clothing,Leather Belt,10,45,18,Direct,SR01,Arjun Sharma,450,180,270,0
ORD-11017,2022-10-30,C0142,Customer 142,South,Corporate,Software,CRM Suite Annual,2,1620.0,200,Online,SR02,Priya Patel,3240.0,400,2840.0,0.1
ORD-11018,2023-06-07,C0025,Customer 25,North,Corporate,Clothing,Formal Trousers,19,90,42,Wholesale,SR06,Neha Gupta,1710,798,912,0
ORD-11019,2022-09-18,C0197,Customer 197,West,Corporate,Software,CRM Suite Annual,4,1530.0,200,Direct,SR04,Sneha Joshi,6120.0,800,5320.0,0.15
ORD-11020,2022-07-03,C0012,Customer 12,Central,Corporate,Furniture,Standing Desk,14,637.5,400,Wholesale,SR05,Vikram Nair,8925.0,5600,3325.0,0.15
ORD-11021,2022-11-18,C0194,Customer 194,Central,Consumer,Software,Security Suite,20,900,100,Wholesale,SR05,Vikram Nair,18000,2000,16000,0
ORD-11022,2024-06-11,C0048,Customer 48,East,Consumer,Furniture,Ergonomic Chair,20,450,240,Online,SR03,Rohit Mehta,9000,4800,4200,0
ORD-11023,2023-03-21,C0002,Customer 2,East,Consumer,Software,CRM Suite Annual,4,1800,200,Retail,SR08,Kavya Reddy,7200,800,6400,0
ORD-11024,2023-11-03,C0178,Customer 178,North,Consumer,Clothing,Formal Trousers,20,76.5,42,Direct,SR06,Neha Gupta,1530.0,840,690.0,0.15
ORD-11025,2022-11-07,C0093,Customer 93,Central,Consumer,Software,ERP Module,10,2400,300,Retail,SR05,Vikram Nair,24000,3000,21000,0
ORD-11026,2022-05-19,C0029,Customer 29,Central,Consumer,Electronics,UltraBook 13,7,950,570,Retail,SR05,Vikram Nair,6650,3990,2660,0
ORD-11027,2023-05-08,C0112,Customer 112,North,Consumer,Furniture,Ergonomic Chair,3,450,240,Direct,SR01,Arjun Sharma,1350,720,630,0
ORD-11028,2022-06-01,C0006,Customer 6,Central,Corporate,Clothing,Formal Trousers,6,90,42,Direct,SR05,Vikram Nair,540,252,288,0
ORD-11029,2023-05-12,C0116,Customer 116,West,Consumer,Clothing,Business Suit,7,320,170,Direct,SR04,Sneha Joshi,2240,1190,1050,0
ORD-11030,2022-02-22,C0027,Customer 27,East,SMB,Office Supplies,Printer Paper A4,14,33.25,12,Wholesale,SR08,Kavya Reddy,465.5,168,297.5,0.05
ORD-11031,2022-02-07,C0125,Customer 125,West,SMB,Clothing,Formal Trousers,8,76.5,42,Online,SR04,Sneha Joshi,612.0,336,276.0,0.15
ORD-11032,2023-06-25,C0148,Customer 148,Central,SMB,Electronics,Smartwatch X,18,250,130,Wholesale,SR05,Vikram Nair,4500,2340,2160,0
ORD-11033,2023-10-26,C0030,Customer 30,North,Consumer,Clothing,Formal Trousers,20,76.5,42,Wholesale,SR06,Neha Gupta,1530.0,840,690.0,0.15
ORD-11034,2023-04-05,C0042,Customer 42,West,Corporate,Clothing,Business Suit,7,304.0,170,Wholesale,SR04,Sneha Joshi,2128.0,1190,938.0,0.05
ORD-11035,2023-03-25,C0057,Customer 57,Central,Corporate,Furniture,Meeting Table,20,765.0,500,Direct,SR05,Vikram Nair,15300.0,10000,5300.0,0.15
ORD-11036,2022-05-15,C0107,Customer 107,Central,SMB,Office Supplies,Sticky Notes Bulk,16,15,5,Retail,SR05,Vikram Nair,240,80,160,0
ORD-11037,2022-10-17,C0034,Customer 34,East,Corporate,Electronics,Smartwatch X,7,250,130,Direct,SR03,Rohit Mehta,1750,910,840,0
ORD-11038,2022-04-14,C0078,Customer 78,South,SMB,Clothing,Formal Trousers,7,81.0,42,Online,SR02,Priya Patel,567.0,294,273.0,0.1
ORD-11039,2022-01-19,C0092,Customer 92,West,Consumer,Office Supplies,Stapler Pro,6,22.5,10,Online,SR04,Sneha Joshi,135.0,60,75.0,0.1
ORD-11040,2024-04-06,C0111,Customer 111,North,Consumer,Electronics,Wireless Headphones,20,180,90,Online,SR01,Arjun Sharma,3600,1800,1800,0
ORD-11041,2023-07-30,C0067,Customer 67,West,SMB,Furniture,Standing Desk,12,750,400,Wholesale,SR04,Sneha Joshi,9000,4800,4200,0
ORD-11042,2022-06-04,C0172,Customer 172,East,Corporate,Software,ERP Module,2,2280.0,300,Direct,SR03,Rohit Mehta,4560.0,600,3960.0,0.05
ORD-11043,2024-05-11,C0157,Customer 157,Central,Consumer,Electronics,Laptop Pro 15,18,1200,720,Online,SR05,Vikram Nair,21600,12960,8640,0
ORD-11044,2022-06-21,C0093,Customer 93,Central,Consumer,Electronics,UltraBook 13,10,807.5,570,Direct,SR05,Vikram Nair,8075.0,5700,2375.0,0.15
ORD-11045,2024-02-20,C0188,Customer 188,Central,Corporate,Software,Security Suite,5,765.0,100,Wholesale,SR05,Vikram Nair,3825.0,500,3325.0,0.15
ORD-11046,2022-12-09,C0052,Customer 52,West,Consumer,Furniture,Executive Desk,14,600,310,Retail,SR04,Sneha Joshi,8400,4340,4060,0
ORD-11047,2024-05-04,C0074,Customer 74,East,Corporate,Clothing,Leather Belt,3,45,18,Wholesale,SR03,Rohit Mehta,135,54,81,0
ORD-11048,2024-01-03,C0162,Customer 162,South,Corporate,Clothing,Leather Belt,5,40.5,18,Direct,SR02,Priya Patel,202.5,90,112.5,0.1
ORD-11049,2024-03-17,C0110,Customer 110,North,SMB,Furniture,Ergonomic Chair,14,427.5,240,Wholesale,SR06,Neha Gupta,5985.0,3360,2625.0,0.05
ORD-11050,2022-01-31,C0198,Customer 198,North,Consumer,Clothing,Formal Shirt,17,65,28,Online,SR01,Arjun Sharma,1105,476,629,0
ORD-11051,2022-12-13,C0198,Customer 198,North,Consumer,Office Supplies,Sticky Notes Bulk,14,15,5,Direct,SR01,Arjun Sharma,210,70,140,0
ORD-11052,2024-02-17,C0148,Customer 148,Central,SMB,Electronics,UltraBook 13,17,950,570,Direct,SR05,Vikram Nair,16150,9690,6460,0
ORD-11053,2023-02-16,C0185,Customer 185,Central,SMB,Software,Project Manager,12,600,80,Wholesale,SR05,Vikram Nair,7200,960,6240,0
ORD-11054,2023-06-25,C0180,Customer 180,Central,Corporate,Software,Analytics Tool,15,1020.0,150,Retail,SR05,Vikram Nair,15300.0,2250,13050.0,0.15
ORD-11055,2024-06-27,C0159,Customer 159,North,Consumer,Software,ERP Module,12,2040.0,300,Direct,SR06,Neha Gupta,24480.0,3600,20880.0,0.15
ORD-11056,2024-03-05,C0022,Customer 22,Central,Corporate,Furniture,Bookshelf L,18,200,95,Direct,SR05,Vikram Nair,3600,1710,1890,0
ORD-11057,2024-01-13,C0139,Customer 139,North,Consumer,Furniture,Meeting Table,7,900,500,Wholesale,SR06,Neha Gupta,6300,3500,2800,0
ORD-11058,2023-06-18,C0006,Customer 6,Central,Corporate,Office Supplies,Ballpoint Pens Pack,18,16.2,6,Wholesale,SR05,Vikram Nair,291.6,108,183.6,0.1
ORD-11059,2022-09-05,C0130,Customer 130,South,Consumer,Office Supplies,Sticky Notes Bulk,2,15,5,Wholesale,SR02,Priya Patel,30,10,20,0
ORD-11060,2023-10-05,C0032,Customer 32,North,Consumer,Software,Project Manager,4,570.0,80,Wholesale,SR01,Arjun Sharma,2280.0,320,1960.0,0.05
ORD-11061,2023-08-10,C0087,Customer 87,North,Consumer,Electronics,Smartwatch X,19,225.0,130,Retail,SR01,Arjun Sharma,4275.0,2470,1805.0,0.1
ORD-11062,2022-12-25,C0171,Customer 171,East,Consumer,Office Supplies,Stapler Pro,13,22.5,10,Retail,SR03,Rohit Mehta,292.5,130,162.5,0.1
ORD-11063,2022-04-18,C0150,Customer 150,South,Corporate,Office Supplies,File Cabinet,12,114.0,60,Online,SR02,Priya Patel,1368.0,720,648.0,0.05
ORD-11064,2022-05-31,C0021,Customer 21,East,Corporate,Clothing,Formal Trousers,2,85.5,42,Retail,SR03,Rohit Mehta,171.0,84,87.0,0.05
ORD-11065,2023-05-03,C0020,Customer 20,West,Consumer,Furniture,Standing Desk,17,712.5,400,Direct,SR04,Sneha Joshi,12112.5,6800,5312.5,0.05
ORD-11066,2024-06-11,C0128,Customer 128,West,SMB,Office Supplies,File Cabinet,15,102.0,60,Direct,SR04,Sneha Joshi,1530.0,900,630.0,0.15
ORD-11067,2024-01-20,C0037,Customer 37,South,SMB,Clothing,Formal Shirt,16,55.25,28,Direct,SR02,Priya Patel,884.0,448,436.0,0.15
ORD-11068,2022-05-13,C0031,Customer 31,South,Corporate,Software,ERP Module,15,2280.0,300,Online,SR02,Priya Patel,34200.0,4500,29700.0,0.05
ORD-11069,2024-02-04,C0095,Customer 95,West,SMB,Furniture,Meeting Table,20,855.0,500,Online,SR04,Sneha Joshi,17100.0,10000,7100.0,0.05
ORD-11070,2022-05-04,C0075,Customer 75,South,Corporate,Office Supplies,File Cabinet,17,120,60,Online,SR02,Priya Patel,2040,1020,1020,0
ORD-11071,2023-01-16,C0078,Customer 78,South,SMB,Office Supplies,Stapler Pro,16,25,10,Retail,SR07,Amit Desai,400,160,240,0
ORD-11072,2022-05-26,C0013,Customer 13,South,Corporate,Software,Security Suite,10,900,100,Retail,SR07,Amit Desai,9000,1000,8000,0
ORD-11073,2024-04-18,C0032,Customer 32,North,Consumer,Clothing,Business Suit,3,320,170,Direct,SR06,Neha Gupta,960,510,450,0
ORD-11074,2023-05-08,C0145,Customer 145,West,Corporate,Software,Project Manager,11,570.0,80,Direct,SR04,Sneha Joshi,6270.0,880,5390.0,0.05
ORD-11075,2024-05-04,C0196,Customer 196,East,SMB,Software,Analytics Tool,17,1020.0,150,Direct,SR03,Rohit Mehta,17340.0,2550,14790.0,0.15
ORD-11076,2024-02-19,C0039,Customer 39,North,SMB,Clothing,Formal Trousers,3,81.0,42,Direct,SR06,Neha Gupta,243.0,126,117.0,0.1
ORD-11077,2023-02-01,C0087,Customer 87,North,Consumer,Furniture,Standing Desk,15,637.5,400,Wholesale,SR01,Arjun Sharma,9562.5,6000,3562.5,0.15
ORD-11078,2023-10-24,C0182,Customer 182,North,Consumer,Electronics,UltraBook 13,19,807.5,570,Wholesale,SR01,Arjun Sharma,15342.5,10830,4512.5,0.15
ORD-11079,2023-07-29,C0022,Customer 22,Central,Corporate,Electronics,Tablet 10,20,360.0,220,Online,SR05,Vikram Nair,7200.0,4400,2800.0,0.1
ORD-11080,2023-08-07,C0193,Customer 193,East,Corporate,Software,Analytics Tool,17,1200,150,Online,SR08,Kavya Reddy,20400,2550,17850,0
ORD-11081,2023-11-06,C0005,Customer 5,Central,Consumer,Software,Analytics Tool,7,1200,150,Direct,SR05,Vikram Nair,8400,1050,7350,0
ORD-11082,2022-03-28,C0083,Customer 83,East,Consumer,Software,ERP Module,19,2400,300,Direct,SR08,Kavya Reddy,45600,5700,39900,0
ORD-11083,2024-06-01,C0112,Customer 112,North,Consumer,Electronics,Wireless Headphones,14,180,90,Wholesale,SR01,Arjun Sharma,2520,1260,1260,0
ORD-11084,2023-01-27,C0030,Customer 30,North,Consumer,Office Supplies,Printer Paper A4,18,35,12,Wholesale,SR01,Arjun Sharma,630,216,414,0
ORD-11085,2022-05-28,C0197,Customer 197,West,Corporate,Furniture,Bookshelf L,5,200,95,Direct,SR04,Sneha Joshi,1000,475,525,0
ORD-11086,2023-11-26,C0158,Customer 158,North,SMB,Furniture,Executive Desk,6,600,310,Online,SR06,Neha Gupta,3600,1860,1740,0
ORD-11087,2022-11-02,C0082,Customer 82,South,Consumer,Clothing,Business Suit,14,320,170,Wholesale,SR02,Priya Patel,4480,2380,2100,0
ORD-11088,2023-01-20,C0052,Customer 52,West,Consumer,Electronics,Laptop Pro 15,20,1080.0,720,Retail,SR04,Sneha Joshi,21600.0,14400,7200.0,0.1
ORD-11089,2023-05-20,C0099,Customer 99,Central,SMB,Software,ERP Module,9,2400,300,Wholesale,SR05,Vikram Nair,21600,2700,18900,0
ORD-11090,2023-04-21,C0017,Customer 17,East,Consumer,Software,Security Suite,1,855.0,100,Retail,SR08,Kavya Reddy,855.0,100,755.0,0.05
ORD-11091,2024-06-26,C0142,Customer 142,South,Corporate,Electronics,Wireless Headphones,8,162.0,90,Retail,SR02,Priya Patel,1296.0,720,576.0,0.1
ORD-11092,2022-11-08,C0115,Customer 115,East,SMB,Software,Security Suite,17,900,100,Retail,SR03,Rohit Mehta,15300,1700,13600,0
ORD-11093,2023-01-18,C0063,Customer 63,South,SMB,Software,Analytics Tool,18,1140.0,150,Online,SR07,Amit Desai,20520.0,2700,17820.0,0.05
ORD-11094,2022-01-02,C0075,Customer 75,South,Corporate,Clothing,Tie Collection,1,40,15,Direct,SR02,Priya Patel,40,15,25,0
ORD-11095,2022-10-07,C0175,Customer 175,East,Consumer,Software,Project Manager,12,510.0,80,Retail,SR08,Kavya Reddy,6120.0,960,5160.0,0.15
ORD-11096,2023-08-23,C0012,Customer 12,Central,Corporate,Software,Project Manager,18,540.0,80,Online,SR05,Vikram Nair,9720.0,1440,8280.0,0.1
ORD-11097,2022-11-04,C0179,Customer 179,Central,Consumer,Electronics,Smartwatch X,5,212.5,130,Wholesale,SR05,Vikram Nair,1062.5,650,412.5,0.15
ORD-11098,2024-06-18,C0157,Customer 157,Central,Consumer,Clothing,Formal Shirt,11,55.25,28,Wholesale,SR05,Vikram Nair,607.75,308,299.75,0.15
